"Land","Geschlecht","count","Jahr"
"SAM","Men",1,2004
"SCG","Men",5,2004
"SEN","Men",3,2004
"SEY","Men",1,2004
"SIN","Men",1,2004
"SKN","Men",1,2004
"SLE","Men",1,2004
"SLO","Men",13,2004
"SMR","Men",1,2004
"SOL","Men",1,2004
"SOM","Men",1,2004
"SRB","Men",0,2004
"SRI","Men",3,2004
"SSD","Men",0,2004
"STP","Men",1,2004
"SUD","Men",3,2004
"SUI","Men",5,2004
"SUR","Men",1,2004
"SVK","Men",10,2004
"SWE","Men",8,2004
"SWZ","Men",1,2004
"SYR","Men",1,2004
"TAN","Men",6,2004
"TCH","Men",0,2004
"TGA","Men",1,2004
"THA","Men",0,2004
"TJK","Men",1,2004
"TKM","Men",1,2004
"TLS","Men",1,2004
"TOG","Men",1,2004
"TPE","Men",1,2004
"TTO","Men",7,2004
"TUN","Men",2,2004
"TUR","Men",4,2004
"TUV","Men",0,2004
"UAE","Men",1,2004
"UGA","Men",3,2004
"UKR","Men",21,2004
"URS","Men",0,2004
"URU","Men",2,2004
"USA","Men",62,2004
"UZB","Men",4,2004
"VAN","Men",1,2004
"VEN","Men",5,2004
"VIE","Men",1,2004
"VIN","Men",1,2004
"YAR","Men",0,2004
"YEM","Men",1,2004
"YUG","Men",0,2004
"ZAI","Men",0,2004
"ZAM","Men",1,2004
"ZIM","Men",5,2004
"AFG","Women",1,2004
"AHO","Women",0,2004
"ALB","Women",1,2004
"ALG","Women",4,2004
"AND","Women",1,2004
"ANG","Women",0,2004
"ANT","Women",1,2004
"ARG","Women",5,2004
"ARM","Women",1,2004
"ARU","Women",0,2004
"ASA","Women",1,2004
"AUS","Women",17,2004
"AUT","Women",2,2004
"AZE","Women",1,2004
"BAH","Women",8,2004
"BAN","Women",0,2004
"BAR","Women",1,2004
"BDI","Women",1,2004
"BEL","Women",5,2004
"BEN","Women",1,2004
"BER","Women",0,2004
"BIH","Women",1,2004
"BIR","Women",0,2004
"BIZ","Women",1,2004
"BLR","Women",22,2004
"BOL","Women",1,2004
"BOT","Women",1,2004
"BRA","Women",15,2004
"BRN","Women",2,2004
"BRU","Women",0,2004
"BUL","Women",12,2004
"BUR","Women",1,2004
"CAF","Women",1,2004
"CAM","Women",1,2004
"CAN","Women",10,2004
"CAY","Women",1,2004
"CGO","Women",1,2004
"CHA","Women",1,2004
"CHI","Women",2,2004
"CHN","Women",32,2004
"CIV","Women",1,2004
"CMR","Women",6,2004
"COD","Women",1,2004
"COK","Women",1,2004
"COL","Women",7,2004
"COM","Women",1,2004
"CPV","Women",0,2004
"CRC","Women",0,2004
"CRO","Women",4,2004
"CUB","Women",19,2004
"CUR","Women",0,2004
"CYP","Women",4,2004
"CZE","Women",16,2004
"DEN","Women",2,2004
"DJI","Women",0,2004
"DMA","Women",1,2004
"DOM","Women",2,2004
"ECU","Women",1,2004
"EGY","Women",1,2004
"ERI","Women",1,2004
"ESA","Women",1,2004
"ESP","Women",23,2004
"EST","Women",4,2004
"ETH","Women",12,2004
"EUN","Women",0,2004
"FIJ","Women",1,2004
"FIN","Women",9,2004
"FRA","Women",22,2004
"FRG","Women",0,2004
"FSM","Women",1,2004
"GAB","Women",1,2004
"GAM","Women",1,2004
"GBR","Women",24,2004
"GBS","Women",1,2004
"GDR","Women",0,2004
"GEO","Women",2,2004
"GEQ","Women",1,2004
"GER","Women",36,2004
"GHA","Women",3,2004
"GRE","Women",37,2004
"GRN","Women",1,2004
"GUA","Women",1,2004
"GUI","Women",0,2004
"GUM","Women",1,2004
"GUY","Women",2,2004
"HAI","Women",1,2004
"HKG","Women",0,2004
"HON","Women",0,2004
"HUN","Women",15,2004
"ICP","Women",0,2004
"INA","Women",1,2004
"IND","Women",13,2004
"IOA","Women",0,2004
"IRI","Women",0,2004
"IRL","Women",5,2004
"IRQ","Women",1,2004
"ISL","Women",1,2004
"ISR","Women",2,2004
"ISV","Women",1,2004
"ITA","Women",14,2004
"IVB","Women",0,2004
"JAM","Women",20,2004
"JOR","Women",1,2004
"JPN","Women",13,2004
"KAZ","Women",12,2004
"KEN","Women",11,2004
"KGZ","Women",6,2004
"KIR","Women",1,2004
"KOR","Women",6,2004
"KSA","Women",0,2004
"KUW","Women",1,2004
"LAN","Women",0,2004
"LAO","Women",1,2004
"LAT","Women",7,2004
"LBA","Women",1,2004
"LBR","Women",1,2004
"LCA","Women",0,2004
"LES","Women",1,2004
"LIB","Women",1,2004
"LIE","Women",0,2004
"LTU","Women",7,2004
"LUX","Women",0,2004
"MAD","Women",2,2004
"MAR","Women",6,2004
"MAS","Women",1,2004
"MAW","Women",1,2004
"MDA","Women",5,2004
"MDV","Women",1,2004
"MEX","Women",12,2004
"MGL","Women",1,2004
"MHL","Women",0,2004
"MKD","Women",1,2004
"MLI","Women",1,2004
"MLT","Women",1,2004
"MNE","Women",0,2004
"MON","Women",0,2004
"MOZ","Women",1,2004
"MRI","Women",1,2004
"MTN","Women",1,2004
"MYA","Women",0,2004
"NAM","Women",1,2004
"NCA","Women",1,2004
"NED","Women",7,2004
"NEP","Women",1,2004
"NGR","Women",9,2004
"NIG","Women",1,2004
"NOR","Women",3,2004
"NZL","Women",5,2004
"OMA","Women",0,2004
"PAK","Women",1,2004
"PAN","Women",0,2004
"PAR","Women",1,2004
"PER","Women",1,2004
"PHI","Women",1,2004
"PLE","Women",1,2004
"PLW","Women",1,2004
"PNG","Women",1,2004
"POL","Women",23,2004
"POR","Women",12,2004
"PRK","Women",3,2004
"PRY","Women",0,2004
"PUR","Women",1,2004
"QAT","Women",0,2004
"ROU","Women",22,2004
"RSA","Women",9,2004
"RUS","Women",62,2004
"RWA","Women",1,2004
"SAM","Women",1,2004
"SCG","Women",2,2004
"SEN","Women",6,2004
"SEY","Women",1,2004
"SIN","Women",1,2004
"SKN","Women",1,2004
"SLE","Women",1,2004
"SLO","Women",6,2004
"SMR","Women",0,2004
"SOL","Women",1,2004
"SOM","Women",1,2004
"SRB","Women",0,2004
"SRI","Women",1,2004
"SSD","Women",0,2004
"STP","Women",1,2004
"SUD","Women",1,2004
"SUI","Women",4,2004
"SUR","Women",1,2004
"SVK","Women",2,2004
"SWE","Women",4,2004
"SWZ","Women",1,2004
"SYR","Women",1,2004
"TAN","Women",2,2004
"TCH","Women",0,2004
"TGA","Women",1,2004
"THA","Women",3,2004
"TJK","Women",1,2004
"TKM","Women",1,2004
"TLS","Women",1,2004
"TOG","Women",1,2004
"TPE","Women",1,2004
"TTO","Women",7,2004
"TUN","Women",1,2004
"TUR","Women",9,2004
"TUV","Women",0,2004
"UAE","Women",0,2004
"UGA","Women",1,2004
"UKR","Women",29,2004
"URS","Women",0,2004
"URU","Women",1,2004
"USA","Women",54,2004
"UZB","Women",6,2004
"VAN","Women",1,2004
"VEN","Women",0,2004
"VIE","Women",1,2004
"VIN","Women",1,2004
"YAR","Women",0,2004
"YEM","Women",0,2004
"YUG","Women",0,2004
"ZAI","Women",0,2004
"ZAM","Women",1,2004
"ZIM","Women",1,2004
"AFG","Men",1,2008
"AHO","Men",1,2008
"ALB","Men",1,2008
"ALG","Men",8,2008
"AND","Men",1,2008
"ANG","Men",1,2008
"ANT","Men",3,2008
"ARG","Men",8,2008
"ARM","Men",1,2008
"ARU","Men",0,2008
"ASA","Men",1,2008
"AUS","Men",23,2008
"AUT","Men",2,2008
"AZE","Men",2,2008
"BAH","Men",11,2008
"BAN","Men",1,2008
"BAR","Men",2,2008
"BDI","Men",1,2008
"BEL","Men",10,2008
"BEN","Men",1,2008
"BER","Men",1,2008
"BIH","Men",1,2008
"BIR","Men",0,2008
"BIZ","Men",2,2008
"BLR","Men",18,2008
"BOL","Men",1,2008
"BOT","Men",6,2008
"BRA","Men",21,2008
"BRN","Men",9,2008
"BRU","Men",0,2008
"BUL","Men",7,2008
"BUR","Men",1,2008
"CAF","Men",1,2008
"CAM","Men",1,2008
"CAN","Men",18,2008
"CAY","Men",1,2008
"CGO","Men",1,2008
"CHA","Men",1,2008
"CHI","Men",5,2008
"CHN","Men",26,2008
"CIV","Men",0,2008
"CMR","Men",1,2008
"COD","Men",1,2008
"COK","Men",1,2008
"COL","Men",7,2008
"COM","Men",1,2008
"CPV","Men",1,2008
"CRC","Men",2,2008
"CRO","Men",4,2008
"CUB","Men",21,2008
"CUR","Men",0,2008
"CYP","Men",1,2008
"CZE","Men",17,2008
"DEN","Men",2,2008
"DJI","Men",1,2008
"DMA","Men",2,2008
"DOM","Men",5,2008
"ECU","Men",9,2008
"EGY","Men",4,2008
"ERI","Men",8,2008
"ESA","Men",1,2008
"ESP","Men",32,2008
"EST","Men",9,2008
"ETH","Men",14,2008
"EUN","Men",0,2008
"FIJ","Men",1,2008
"FIN","Men",15,2008
"FRA","Men",25,2008
"FRG","Men",0,2008
"FSM","Men",1,2008
"GAB","Men",1,2008
"GAM","Men",1,2008
"GBR","Men",27,2008
"GBS","Men",1,2008
"GDR","Men",0,2008
"GEO","Men",1,2008
"GEQ","Men",1,2008
"GER","Men",23,2008
"GHA","Men",2,2008
"GRE","Men",13,2008
"GRN","Men",3,2008
"GUA","Men",3,2008
"GUI","Men",1,2008
"GUM","Men",1,2008
"GUY","Men",1,2008
"HAI","Men",1,2008
"HKG","Men",1,2008
"HON","Men",1,2008
"HUN","Men",9,2008
"ICP","Men",0,2008
"INA","Men",1,2008
"IND","Men",3,2008
"IOA","Men",0,2008
"IRI","Men",6,2008
"IRL","Men",8,2008
"IRQ","Men",1,2008
"ISL","Men",1,2008
"ISR","Men",4,2008
"ISV","Men",1,2008
"ITA","Men",25,2008
"IVB","Men",1,2008
"JAM","Men",21,2008
"JOR","Men",1,2008
"JPN","Men",22,2008
"KAZ","Men",7,2008
"KEN","Men",20,2008
"KGZ","Men",2,2008
"KIR","Men",1,2008
"KOR","Men",10,2008
"KSA","Men",8,2008
"KUW","Men",2,2008
"LAN","Men",0,2008
"LAO","Men",1,2008
"LAT","Men",11,2008
"LBA","Men",1,2008
"LBR","Men",2,2008
"LCA","Men",1,2008
"LES","Men",3,2008
"LIB","Men",1,2008
"LIE","Men",1,2008
"LTU","Men",6,2008
"LUX","Men",0,2008
"MAD","Men",1,2008
"MAR","Men",19,2008
"MAS","Men",1,2008
"MAW","Men",1,2008
"MDA","Men",8,2008
"MDV","Men",1,2008
"MEX","Men",14,2008
"MGL","Men",1,2008
"MHL","Men",1,2008
"MKD","Men",1,2008
"MLI","Men",1,2008
"MLT","Men",1,2008
"MNE","Men",1,2008
"MON","Men",1,2008
"MOZ","Men",0,2008
"MRI","Men",2,2008
"MTN","Men",1,2008
"MYA","Men",1,2008
"NAM","Men",1,2008
"NCA","Men",1,2008
"NED","Men",10,2008
"NEP","Men",1,2008
"NGR","Men",8,2008
"NIG","Men",1,2008
"NOR","Men",4,2008
"NZL","Men",4,2008
"OMA","Men",1,2008
"PAK","Men",1,2008
"PAN","Men",2,2008
"PAR","Men",1,2008
"PER","Men",2,2008
"PHI","Men",1,2008
"PLE","Men",1,2008
"PLW","Men",1,2008
"PNG","Men",1,2008
"POL","Men",27,2008
"POR","Men",13,2008
"PRK","Men",3,2008
"PRY","Men",0,2008
"PUR","Men",4,2008
"QAT","Men",14,2008
"ROU","Men",1,2008
"RSA","Men",17,2008
"RUS","Men",44,2008
"RWA","Men",1,2008
"SAM","Men",1,2008
"SCG","Men",0,2008
"SEN","Men",2,2008
"SEY","Men",1,2008
"SIN","Men",1,2008
"SKN","Men",1,2008
"SLE","Men",1,2008
"SLO","Men",10,2008
"SMR","Men",1,2008
"SOL","Men",1,2008
"SOM","Men",1,2008
"SRB","Men",5,2008
"SRI","Men",0,2008
"SSD","Men",0,2008
"STP","Men",1,2008
"SUD","Men",4,2008
"SUI","Men",5,2008
"SUR","Men",1,2008
"SVK","Men",11,2008
"SWE","Men",8,2008
"SWZ","Men",1,2008
"SYR","Men",1,2008
"TAN","Men",6,2008
"TCH","Men",0,2008
"TGA","Men",1,2008
"THA","Men",4,2008
"TJK","Men",1,2008
"TKM","Men",1,2008
"TLS","Men",0,2008
"TOG","Men",0,2008
"TPE","Men",2,2008
"TTO","Men",13,2008
"TUN","Men",2,2008
"TUR","Men",6,2008
"TUV","Men",1,2008
"UAE","Men",1,2008
"UGA","Men",6,2008
"UKR","Men",28,2008
"URS","Men",0,2008
"URU","Men",2,2008
"USA","Men",61,2008
"UZB","Men",6,2008
"VAN","Men",1,2008
"VEN","Men",3,2008
"VIE","Men",1,2008
"VIN","Men",1,2008
"YAR","Men",0,2008
"YEM","Men",1,2008
"YUG","Men",0,2008
"ZAI","Men",0,2008
"ZAM","Men",1,2008
"ZIM","Men",6,2008
"AFG","Women",1,2008
"AHO","Women",0,2008
"ALB","Women",1,2008
"ALG","Women",4,2008
"AND","Women",1,2008
"ANG","Women",0,2008
"ANT","Women",1,2008
"ARG","Women",3,2008
"ARM","Women",1,2008
"ARU","Women",0,2008
"ASA","Women",0,2008
"AUS","Women",17,2008
"AUT","Women",1,2008
"AZE","Women",0,2008
"BAH","Women",7,2008
"BAN","Women",1,2008
"BAR","Women",1,2008
"BDI","Women",1,2008
"BEL","Women",7,2008
"BEN","Women",1,2008
"BER","Women",1,2008
"BIH","Women",1,2008
"BIR","Women",0,2008
"BIZ","Women",1,2008
"BLR","Women",29,2008
"BOL","Women",1,2008
"BOT","Women",1,2008
"BRA","Women",20,2008
"BRN","Women",2,2008
"BRU","Women",0,2008
"BUL","Women",8,2008
"BUR","Women",1,2008
"CAF","Women",1,2008
"CAM","Women",1,2008
"CAN","Women",11,2008
"CAY","Women",1,2008
"CGO","Women",1,2008
"CHA","Women",1,2008
"CHI","Women",1,2008
"CHN","Women",39,2008
"CIV","Women",1,2008
"CMR","Women",4,2008
"COD","Women",1,2008
"COK","Women",1,2008
"COL","Women",7,2008
"COM","Women",1,2008
"CPV","Women",0,2008
"CRC","Women",1,2008
"CRO","Women",6,2008
"CUB","Women",22,2008
"CUR","Women",0,2008
"CYP","Women",5,2008
"CZE","Women",12,2008
"DEN","Women",1,2008
"DJI","Women",1,2008
"DMA","Women",0,2008
"DOM","Women",1,2008
"ECU","Women",2,2008
"EGY","Women",0,2008
"ERI","Women",2,2008
"ESA","Women",1,2008
"ESP","Women",22,2008
"EST","Women",5,2008
"ETH","Women",13,2008
"EUN","Women",0,2008
"FIJ","Women",1,2008
"FIN","Women",4,2008
"FRA","Women",23,2008
"FRG","Women",0,2008
"FSM","Women",1,2008
"GAB","Women",1,2008
"GAM","Women",1,2008
"GBR","Women",31,2008
"GBS","Women",1,2008
"GDR","Women",0,2008
"GEO","Women",1,2008
"GEQ","Women",1,2008
"GER","Women",30,2008
"GHA","Women",1,2008
"GRE","Women",19,2008
"GRN","Women",5,2008
"GUA","Women",1,2008
"GUI","Women",1,2008
"GUM","Women",1,2008
"GUY","Women",2,2008
"HAI","Women",3,2008
"HKG","Women",1,2008
"HON","Women",1,2008
"HUN","Women",11,2008
"ICP","Women",0,2008
"INA","Women",1,2008
"IND","Women",11,2008
"IOA","Women",0,2008
"IRI","Women",0,2008
"IRL","Women",8,2008
"IRQ","Women",1,2008
"ISL","Women",2,2008
"ISR","Women",0,2008
"ISV","Women",1,2008
"ITA","Women",20,2008
"IVB","Women",1,2008
"JAM","Women",24,2008
"JOR","Women",1,2008
"JPN","Women",15,2008
"KAZ","Women",12,2008
"KEN","Women",17,2008
"KGZ","Women",3,2008
"KIR","Women",0,2008
"KOR","Women",7,2008
"KSA","Women",0,2008
"KUW","Women",0,2008
"LAN","Women",0,2008
"LAO","Women",1,2008
"LAT","Women",5,2008
"LBA","Women",1,2008
"LBR","Women",1,2008
"LCA","Women",2,2008
"LES","Women",1,2008
"LIB","Women",1,2008
"LIE","Women",0,2008
"LTU","Women",12,2008
"LUX","Women",0,2008
"MAD","Women",1,2008
"MAR","Women",7,2008
"MAS","Women",2,2008
"MAW","Women",1,2008
"MDA","Women",6,2008
"MDV","Women",1,2008
"MEX","Women",9,2008
"MGL","Women",1,2008
"MHL","Women",1,2008
"MKD","Women",1,2008
"MLI","Women",1,2008
"MLT","Women",1,2008
"MNE","Women",1,2008
"MON","Women",0,2008
"MOZ","Women",1,2008
"MRI","Women",1,2008
"MTN","Women",1,2008
"MYA","Women",1,2008
"NAM","Women",3,2008
"NCA","Women",1,2008
"NED","Women",4,2008
"NEP","Women",1,2008
"NGR","Women",14,2008
"NIG","Women",1,2008
"NOR","Women",5,2008
"NZL","Women",6,2008
"OMA","Women",1,2008
"PAK","Women",1,2008
"PAN","Women",0,2008
"PAR","Women",1,2008
"PER","Women",1,2008
"PHI","Women",1,2008
"PLE","Women",1,2008
"PLW","Women",1,2008
"PNG","Women",1,2008
"POL","Women",33,2008
"POR","Women",14,2008
"PRK","Women",3,2008
"PRY","Women",0,2008
"PUR","Women",1,2008
"QAT","Women",0,2008
"ROU","Women",16,2008
"RSA","Women",6,2008
"RUS","Women",60,2008
"RWA","Women",1,2008
"SAM","Women",1,2008
"SCG","Women",0,2008
"SEN","Women",0,2008
"SEY","Women",1,2008
"SIN","Women",1,2008
"SKN","Women",3,2008
"SLE","Women",1,2008
"SLO","Women",7,2008
"SMR","Women",0,2008
"SOL","Women",1,2008
"SOM","Women",1,2008
"SRB","Women",5,2008
"SRI","Women",2,2008
"SSD","Women",0,2008
"STP","Women",1,2008
"SUD","Women",4,2008
"SUI","Women",2,2008
"SUR","Women",1,2008
"SVK","Women",7,2008
"SWE","Women",4,2008
"SWZ","Women",1,2008
"SYR","Women",1,2008
"TAN","Women",1,2008
"TCH","Women",0,2008
"TGA","Women",1,2008
"THA","Women",7,2008
"TJK","Women",1,2008
"TKM","Women",1,2008
"TLS","Women",1,2008
"TOG","Women",1,2008
"TPE","Women",1,2008
"TTO","Women",10,2008
"TUN","Women",2,2008
"TUR","Women",9,2008
"TUV","Women",1,2008
"UAE","Women",0,2008
"UGA","Women",1,2008
"UKR","Women",38,2008
"URS","Women",0,2008
"URU","Women",1,2008
"USA","Women",60,2008
"UZB","Women",6,2008
"VAN","Women",1,2008
"VEN","Women",1,2008
"VIE","Women",1,2008
"VIN","Women",1,2008
"YAR","Women",0,2008
"YEM","Women",1,2008
"YUG","Women",0,2008
"ZAI","Women",0,2008
"ZAM","Women",1,2008
"ZIM","Women",1,2008
"AFG","Men",1,2012
"AHO","Men",0,2012
"ALB","Men",1,2012
"ALG","Men",5,2012
"AND","Men",1,2012
"ANG","Men",1,2012
"ANT","Men",2,2012
"ARG","Men",6,2012
"ARM","Men",3,2012
"ARU","Men",0,2012
"ASA","Men",1,2012
"AUS","Men",32,2012
"AUT","Men",3,2012
"AZE","Men",2,2012
"BAH","Men",12,2012
"BAN","Men",1,2012
"BAR","Men",4,2012
"BDI","Men",1,2012
"BEL","Men",7,2012
"BEN","Men",1,2012
"BER","Men",1,2012
"BIH","Men",1,2012
"BIR","Men",0,2012
"BIZ","Men",1,2012
"BLR","Men",14,2012
"BOL","Men",1,2012
"BOT","Men",2,2012
"BRA","Men",15,2012
"BRN","Men",3,2012
"BRU","Men",1,2012
"BUL","Men",2,2012
"BUR","Men",1,2012
"CAF","Men",1,2012
"CAM","Men",1,2012
"CAN","Men",23,2012
"CAY","Men",2,2012
"CGO","Men",1,2012
"CHA","Men",0,2012
"CHI","Men",4,2012
"CHN","Men",26,2012
"CIV","Men",1,2012
"CMR","Men",1,2012
"COD","Men",1,2012
"COK","Men",1,2012
"COL","Men",10,2012
"COM","Men",1,2012
"CPV","Men",1,2012
"CRC","Men",2,2012
"CRO","Men",5,2012
"CUB","Men",23,2012
"CUR","Men",1,2012
"CYP","Men",3,2012
"CZE","Men",14,2012
"DEN","Men",3,2012
"DJI","Men",1,2012
"DMA","Men",1,2012
"DOM","Men",6,2012
"ECU","Men",8,2012
"EGY","Men",6,2012
"ERI","Men",10,2012
"ESA","Men",1,2012
"ESP","Men",27,2012
"EST","Men",7,2012
"ETH","Men",17,2012
"EUN","Men",0,2012
"FIJ","Men",1,2012
"FIN","Men",12,2012
"FRA","Men",29,2012
"FRG","Men",0,2012
"FSM","Men",1,2012
"GAB","Men",1,2012
"GAM","Men",1,2012
"GBR","Men",39,2012
"GBS","Men",1,2012
"GDR","Men",0,2012
"GEO","Men",3,2012
"GEQ","Men",1,2012
"GER","Men",34,2012
"GHA","Men",1,2012
"GRE","Men",11,2012
"GRN","Men",4,2012
"GUA","Men",3,2012
"GUI","Men",1,2012
"GUM","Men",1,2012
"GUY","Men",2,2012
"HAI","Men",3,2012
"HKG","Men",4,2012
"HON","Men",1,2012
"HUN","Men",10,2012
"ICP","Men",0,2012
"INA","Men",1,2012
"IND","Men",8,2012
"IOA","Men",0,2012
"IRI","Men",9,2012
"IRL","Men",7,2012
"IRQ","Men",1,2012
"ISL","Men",2,2012
"ISR","Men",2,2012
"ISV","Men",2,2012
"ITA","Men",16,2012
"IVB","Men",1,2012
"JAM","Men",22,2012
"JOR","Men",1,2012
"JPN","Men",27,2012
"KAZ","Men",10,2012
"KEN","Men",24,2012
"KGZ","Men",1,2012
"KIR","Men",1,2012
"KOR","Men",11,2012
"KSA","Men",9,2012
"KUW","Men",3,2012
"LAN","Men",0,2012
"LAO","Men",1,2012
"LAT","Men",12,2012
"LBA","Men",1,2012
"LBR","Men",1,2012
"LCA","Men",1,2012
"LES","Men",2,2012
"LIB","Men",1,2012
"LIE","Men",1,2012
"LTU","Men",7,2012
"LUX","Men",0,2012
"MAD","Men",1,2012
"MAR","Men",11,2012
"MAS","Men",1,2012
"MAW","Men",1,2012
"MDA","Men",4,2012
"MDV","Men",1,2012
"MEX","Men",14,2012
"MGL","Men",1,2012
"MHL","Men",1,2012
"MKD","Men",1,2012
"MLI","Men",1,2012
"MLT","Men",1,2012
"MNE","Men",1,2012
"MON","Men",1,2012
"MOZ","Men",1,2012
"MRI","Men",1,2012
"MTN","Men",1,2012
"MYA","Men",1,2012
"NAM","Men",0,2012
"NCA","Men",1,2012
"NED","Men",10,2012
"NEP","Men",1,2012
"NGR","Men",8,2012
"NIG","Men",1,2012
"NOR","Men",7,2012
"NZL","Men",4,2012
"OMA","Men",1,2012
"PAK","Men",1,2012
"PAN","Men",2,2012
"PAR","Men",1,2012
"PER","Men",2,2012
"PHI","Men",1,2012
"PLE","Men",1,2012
"PLW","Men",1,2012
"PNG","Men",1,2012
"POL","Men",30,2012
"POR","Men",11,2012
"PRK","Men",2,2012
"PRY","Men",0,2012
"PUR","Men",8,2012
"QAT","Men",5,2012
"ROU","Men",2,2012
"RSA","Men",15,2012
"RUS","Men",39,2012
"RWA","Men",2,2012
"SAM","Men",1,2012
"SCG","Men",0,2012
"SEN","Men",3,2012
"SEY","Men",1,2012
"SIN","Men",1,2012
"SKN","Men",4,2012
"SLE","Men",1,2012
"SLO","Men",5,2012
"SMR","Men",0,2012
"SOL","Men",1,2012
"SOM","Men",1,2012
"SRB","Men",7,2012
"SRI","Men",1,2012
"SSD","Men",1,2012
"STP","Men",1,2012
"SUD","Men",3,2012
"SUI","Men",3,2012
"SUR","Men",1,2012
"SVK","Men",5,2012
"SWE","Men",3,2012
"SWZ","Men",1,2012
"SYR","Men",1,2012
"TAN","Men",2,2012
"TCH","Men",0,2012
"TGA","Men",1,2012
"THA","Men",1,2012
"TJK","Men",1,2012
"TKM","Men",1,2012
"TLS","Men",1,2012
"TOG","Men",1,2012
"TPE","Men",4,2012
"TTO","Men",13,2012
"TUN","Men",3,2012
"TUR","Men",8,2012
"TUV","Men",1,2012
"UAE","Men",1,2012
"UGA","Men",8,2012
"UKR","Men",30,2012
"URS","Men",0,2012
"URU","Men",1,2012
"USA","Men",62,2012
"UZB","Men",4,2012
"VAN","Men",1,2012
"VEN","Men",8,2012
"VIE","Men",0,2012
"VIN","Men",1,2012
"YAR","Men",0,2012
"YEM","Men",1,2012
"YUG","Men",0,2012
"ZAI","Men",0,2012
"ZAM","Men",2,2012
"ZIM","Men",2,2012
"AFG","Women",1,2012
"AHO","Women",0,2012
"ALB","Women",0,2012
"ALG","Women",1,2012
"AND","Women",1,2012
"ANG","Women",1,2012
"ANT","Women",1,2012
"ARG","Women",3,2012
"ARM","Women",1,2012
"ARU","Women",0,2012
"ASA","Women",0,2012
"AUS","Women",18,2012
"AUT","Women",4,2012
"AZE","Women",1,2012
"BAH","Women",8,2012
"BAN","Women",0,2012
"BAR","Women",0,2012
"BDI","Women",2,2012
"BEL","Women",7,2012
"BEN","Women",1,2012
"BER","Women",1,2012
"BIH","Women",1,2012
"BIR","Women",0,2012
"BIZ","Women",1,2012
"BLR","Women",30,2012
"BOL","Women",1,2012
"BOT","Women",1,2012
"BRA","Women",15,2012
"BRN","Women",6,2012
"BRU","Women",1,2012
"BUL","Women",6,2012
"BUR","Women",1,2012
"CAF","Women",1,2012
"CAM","Women",1,2012
"CAN","Women",19,2012
"CAY","Women",0,2012
"CGO","Women",1,2012
"CHA","Women",1,2012
"CHI","Women",4,2012
"CHN","Women",25,2012
"CIV","Women",2,2012
"CMR","Women",1,2012
"COD","Women",1,2012
"COK","Women",1,2012
"COL","Women",19,2012
"COM","Women",1,2012
"CPV","Women",1,2012
"CRC","Women",2,2012
"CRO","Women",4,2012
"CUB","Women",23,2012
"CUR","Women",0,2012
"CYP","Women",1,2012
"CZE","Women",17,2012
"DEN","Women",3,2012
"DJI","Women",1,2012
"DMA","Women",1,2012
"DOM","Women",3,2012
"ECU","Women",5,2012
"EGY","Women",0,2012
"ERI","Women",1,2012
"ESA","Women",1,2012
"ESP","Women",19,2012
"EST","Women",3,2012
"ETH","Women",14,2012
"EUN","Women",0,2012
"FIJ","Women",1,2012
"FIN","Women",5,2012
"FRA","Women",18,2012
"FRG","Women",0,2012
"FSM","Women",1,2012
"GAB","Women",1,2012
"GAM","Women",1,2012
"GBR","Women",30,2012
"GBS","Women",1,2012
"GDR","Women",0,2012
"GEO","Women",1,2012
"GEQ","Women",1,2012
"GER","Women",37,2012
"GHA","Women",1,2012
"GRE","Women",12,2012
"GRN","Women",2,2012
"GUA","Women",3,2012
"GUI","Women",1,2012
"GUM","Women",1,2012
"GUY","Women",1,2012
"HAI","Women",1,2012
"HKG","Women",1,2012
"HON","Women",1,2012
"HUN","Women",8,2012
"ICP","Women",0,2012
"INA","Women",1,2012
"IND","Women",6,2012
"IOA","Women",0,2012
"IRI","Women",1,2012
"IRL","Women",14,2012
"IRQ","Women",1,2012
"ISL","Women",1,2012
"ISR","Women",1,2012
"ISV","Women",2,2012
"ITA","Women",17,2012
"IVB","Women",1,2012
"JAM","Women",20,2012
"JOR","Women",1,2012
"JPN","Women",17,2012
"KAZ","Women",15,2012
"KEN","Women",18,2012
"KGZ","Women",1,2012
"KIR","Women",1,2012
"KOR","Women",6,2012
"KSA","Women",1,2012
"KUW","Women",0,2012
"LAN","Women",0,2012
"LAO","Women",1,2012
"LAT","Women",10,2012
"LBA","Women",1,2012
"LBR","Women",2,2012
"LCA","Women",1,2012
"LES","Women",1,2012
"LIB","Women",1,2012
"LIE","Women",0,2012
"LTU","Women",13,2012
"LUX","Women",0,2012
"MAD","Women",1,2012
"MAR","Women",10,2012
"MAS","Women",1,2012
"MAW","Women",1,2012
"MDA","Women",4,2012
"MDV","Women",1,2012
"MEX","Women",4,2012
"MGL","Women",1,2012
"MHL","Women",1,2012
"MKD","Women",1,2012
"MLI","Women",1,2012
"MLT","Women",1,2012
"MNE","Women",1,2012
"MON","Women",0,2012
"MOZ","Women",1,2012
"MRI","Women",1,2012
"MTN","Women",1,2012
"MYA","Women",1,2012
"NAM","Women",3,2012
"NCA","Women",1,2012
"NED","Women",8,2012
"NEP","Women",1,2012
"NGR","Women",13,2012
"NIG","Women",1,2012
"NOR","Women",4,2012
"NZL","Women",4,2012
"OMA","Women",1,2012
"PAK","Women",1,2012
"PAN","Women",1,2012
