Land;Name;Disziplin;Kategorie;Jahr;Ort;Geschlecht;Link
USA;Jessica Cosby;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
POL;Joanna Fiodorow;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
COL;Johana Moreno;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
ARG;Juan Ignacio Cerra;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
CZE;Kateřina Šafránková;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
GER;Kathrin Klaas;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
IRA;Kaveh Mousavi;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
USA;Kibwe Johnson;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
RUS;Kirill Ikonnikov;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
JPN;Koji Murofushi;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
HUN;Krisztián Pars;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
TUR;Kıvılcım Kaya;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
ITA;Lorenzo Povegliano;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
CZE;Lukas Melich;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
SVK;Marcel Lomnicky;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
RUS;Mariya Bespalova;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
SVK;Martina Hrašnová;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
TKM;Mergen Mamedov;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
EGY;Mostafa Al-Gamel;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
FRA;Nicolas Figère;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
ITA;Nicola Vizzoni;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
UKR;Oleksandr Dryhol;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
UKR;Olexiy Sokyyrskiyy;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
BLR;Pavel Kryvitski;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
POL;Paweł Fajdek;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
SLO;Primož Kozmus;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
FRA;Quentin Bigot;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
CUB;Roberto Janet;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
VEN;Rosa Rodríguez;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
MDA;Serghei Marghiev;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
ITA;Silvia Salis;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
GBR;Sophie Hitchon;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
FRA;Stéphanie Falzon;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
FRA;Stéphanie Falzon;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
UZB;Suhrob Khodjaev;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
CAN;Sultana Frizell;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
POL;Szymon Ziółkowski;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
RUS;Tatyana Lysenko;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
TUR;Tuğçe Şahutoğlu;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
BLR;Valeriy Sviatokha;Hammerwurf;Wurf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_hammer_throw
POR;Vânia Silva;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
CUB;Yipsi Moreno;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
MDA;Zalina Marghieva;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
CHN;Zhang Wenxiu;Hammerwurf;Wurf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_hammer_throw
BEL;Sara Aerts;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
LAT;Aiga Grabuste;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
FRA;Antoinette Nana Djimou Ida;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
LTU;Austra Skujytė;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
CAN;Brianne Theisen;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
NED;Nadine Broersen;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
USA;Chantae McMillan;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
RUS;Tatyana Chernova;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
NZL;Sarah Cowley;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
AUT;Ivona Dadic;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
NED;Dafne Schippers;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
USA;Sharon Day;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
FRA;Marisa De Aniceto;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
UKR;Nataliya Dobrynska;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
CZE;Eliška Klučinová;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
SUI;Ellen Sprunger;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GBR;Jessica Ennis;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
HUN;Györgyi Farkas;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
USA;Hyleas Fountain;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
LAT;Aiga Grabuste;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
EST;Grit Šadeiko;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
HUN;Györgyi Farkas;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
UKR;Hanna Melnychenko;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GBR;Louise Hazel;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
USA;Hyleas Fountain;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
NOR;Ida Marcussen;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GRE;Sofia Ifadidou;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
LAT;Laura Ikauniece;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
KAZ;Irina Karpova;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
AUS;Ivona Dadic;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GER;Jennifer Oeser;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GBR;Jessica Ennis;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
SWE;Jessica Samuelsson;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
CAN;Jessica Zelinka;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GBR;Katarina Johnson-Thompson;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GER;Julia Mächtig;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
POL;Karolina Tymińska;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
KAZ;Irina Karpova;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GBR;Katarina Johnson-Thompson;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
CZE;Eliška Klučinová;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
RUS;Kristina Savitskaya;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
RUS;Olga Kurban;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
LAT;Laura Ikauniece;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GER;Lilli Schwarzkopf;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GBR;Louise Hazel;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
UKR;Lyudmyla Yosypenko;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GER;Julia Mächtig;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
BLR;Yana Maksimava;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
NOR;Ida Marcussen;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GHA;Margaret Simpson;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
FRA;Marisa De Aniceto;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
USA;Chantae McMillan;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
UKR;Hanna Melnychenko;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
NED;Nadine Broersen;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
FRA;Antoinette Nana Djimou Ida;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
UKR;Nataliya Dobrynska;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GER;Jennifer Oeser;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
RUS;Olga Kurban;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
NGR;Uhunoma Osazuwa;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
EST;Grit Šadeiko;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
SWE;Jessica Samuelsson;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
BEL;Sara Aerts;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
NZL;Sarah Cowley;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
RUS;Kristina Savitskaya;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
NED;Dafne Schippers;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GER;Lilli Schwarzkopf;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
USA;Sharon Day;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
DNS;Margaret Simpson;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
LTU;Austra Skujytė;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
GRE;Sofia Ifadidou;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
SUI;Ellen Sprunger;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
RUS;Tatyana Chernova;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
CAN;Brianne Theisen;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
POL;Karolina Tymińska;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
NGR;Uhunoma Osazuwa;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
BLR;Yana Maksimava;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
UKR;Lyudmyla Yosypenko;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
CAN;Jessica Zelinka;Heptathlon;Mehrkampf;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_heptathlon
LTU;Airinė Palšytė;Hochsprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_high_jump
RUS;Aleksandr Shustov;Hochsprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_high_jump
USA;Amy Acuff;Hochsprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_high_jump
CRO;Ana Šimić;Hochsprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_high_jump
BLR;Andrei Churyla;Hochsprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_high_jump
RUS;Andrey Silnov;Hochsprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_high_jump
UKR;Andriy Protsenko;Hochsprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_high_jump
RUS;Anna Chicherova;Hochsprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_high_jump
EST;Anna Iljustsenko;Hochsprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_high_jump
GRE;Antonia Stergiou;Hochsprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_high_jump
GER;Ariane Friedrich;Hochsprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_high_jump
UKR;Bohdan Bondarenko;Hochsprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_high_jump
USA;Brigetta Barrett;Hochsprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_high_jump
TUR;Burcu Ayhan;Hochsprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_high_jump
USA;Chaunte Lowe;Hochsprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_high_jump
LCA;Darvin Edwards;Hochsprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_high_jump
IRL;Deirdre Ryan;Hochsprung;Sprung;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_high_jump
CAN;Derek Drouin;Hochsprung;Sprung;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_high_jump
