"1","2","3","4","Game"
"2","Dana Abdul Razak","Iraq","11.91","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.2"
"3","Bamab Napo","Togo","12.24","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.3"
"4","Chauzje Choosha","Zambia","12.29","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.4"
"5","Afa Ismail","Maldives","12.52","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.5"
"6","Rima Taha","Jordan","12.66","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.6"
"7","Aissata Toure","Guinea","13.25","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.7"
"8","Kaingaue David","Kiribati","13.61","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.8"
"1","Delphine Atangana","Cameroon","11.71","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.9"
"2","Kaina Martinez","Belize","11.81","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.10"
"3","Diane Borg","Malta","12","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.11"
"4","Shinoona Salah Al-Habsi","Oman","12.45","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.12"
"5","Cristina Llovera","Andorra","12.78","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.13"
"6","Nafissa Souleymane","Niger","12.81","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.14"
"7","Asenate Manoa","Tuvalu","13.48","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.15"
"8","Fatima Sulaiman Dahman","Yemen","13.95","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.16"
"1","Lorene Bazolo","Congo","11.87","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.17"
"2","Fong Yee Pui","Hong Kong","12.02","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.18"
"3","Patricia Taea","Cook Islands","12.47","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.19"
"4","Maysa Rejepova","Turkmenistan","12.80","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.20"
"5","Pauline Kwalea","Solomon Islands","12.90","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.21"
"6","Laenly Phoutthavong","Laos","13.15","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.22"
"7","Ruby Joy Gabriel","Palau","13.34","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.23"
"N/A","Noor Hussain Al-Malki","Qatar","N/A","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.24"
"1","Toea Wisil","Papua New Guinea","11.6","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.25"
"2","Saruba Colley","The Gambia","12.21","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.26"
"3","Martina Pretelli","San Marino","12.41","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.27"
"4","Lidiane Lopes","Cape Verde","12.72","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.28"
"5","Hala Gezah","Libya","13.24","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.29"
"6","Pramila Rijal","Nepal","13.33","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.30"
"7","Janice Alatoa","Vanuatu","13.6","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.31"
"8","Mihter Wendolin","Federated States of Micronesia","13.67","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.32"
"9","Tahmina Kohistani","Afghanistan","14.42","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.33"
"1","Kelly-Ann Baptiste","Trinidad and Tobago","10.96","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.34"
"2","Myriam Soumaré","France","11.07","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.35"
"3","Verena Sailer","Germany","11.12","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.36"
"4","Ezinne Okparaebo","Norway","11.14","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.37"
"5","Kateřina Čechová","Czech Republic","11.43","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.38"
"6","Kerri-Ann Mitchell","Canada","11.49","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.39"
"7","Tahesia Harrigan-Scott","British Virgin Islands","11.59","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.40"
"8","Fong Yee Pui","Hong Kong","11.98","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.41"
"1","Carmelita Jeter","United States","10.83","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.42"
"2","Olga Bludova","Kazakhstan","11.31","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.43"
"3","Sheniqua Ferguson","Bahamas","11.35","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.44"
"4","Olga Belkina","Russia","11.38","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.45"
"5","Anyika Onuora","Great Britain","11.41","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.46"
"6","Marta Jeschke","Poland","11.42","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.47"
"7","Yuliya Balykina","Belarus","11.7","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.48"
"8","Diane Borg","Malta","11.92","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.49"
"1","Veronica Campbell-Brown","Jamaica","10.94","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.50"
"2","Ivet Lalova","Bulgaria","11.06","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.51"
"3","Gloria Asumnu","Nigeria","11.13","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.52"
"4","Lina Grinčikaitė","Lithuania","11.19","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.53"
"5","Abiodun Oyepitan","Great Britain","11.22","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.54"
"6","Phobay Kutu-Akoi","Liberia","11.52","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.55"
"7","Yomara Hinestroza","Colombia","11.56","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.56"
"8","Saruba Colley","The Gambia","12.06","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.57"
"1","Blessing Okagbare","Nigeria","10.93","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.58"
"2","Tianna Madison","United States","10.97","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.59"
"3","Michelle-Lee Ahye","Trinidad and Tobago","11.38","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.60"
"4","Tatjana Pinto","Germany","11.39","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.61"
"5","Andreea Ogrăzeanu","Romania","11.44","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.62"
"6","Nimet Karakus","Turkey","11.62","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.63"
"7","Feta Ahamada","Comoros","11.86","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.64"
"8","Lorene Bazolo","Congo","11.9","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.65"
"1","Allyson Felix","United States","11.01","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.66"
"2","Rosângela Santos","Brazil","11.07","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.67"
"3","Ruddy Zang Milama","Gabon","11.14","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.68"
"4","Toea Wisil","Papua New Guinea","11.37","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.69"
"5","Allison Peter","Virgin Islands","11.41","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.70"
"5","Véronique Mang","France","11.41","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.71"
"5","Chisato Fukushima","Japan","11.41","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.72"
"8","Dana Abdul Razak","Iraq","11.81","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.73"
"1","Shelly-Ann Fraser-Pryce","Jamaica","11","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.74"
"2","Semoy Hackett","Trinidad and Tobago","11.04","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.75"
"3","Olesya Povh","Ukraine","11.18","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.76"
"4","Guzel Khubbieva","Uzbekistan","11.22","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.77"
"5","Debbie Ferguson-McKenzie","Bahamas","11.32","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.78"
"6","Melissa Breen","Australia","11.34","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.79"
"7","Wei Yongli","China","11.48","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.80"
"8","Bamab Napo","Togo","12.35","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.81"
"1","Murielle Ahouré","Ivory Coast","10.99","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.82"
"2","Laverne Jones-Ferrette","Virgin Islands","11.07","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.83"
"3","Kerron Stewart","Jamaica","11.08","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.84"
"4","Oludamola Osayomi","Nigeria","11.36","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.85"
"5","Nataliya Pohrebnyak","Ukraine","11.46","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.86"
"6","Maria Belibasaki","Greece","11.63","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.87"
"7","Delphine Atangana","Cameroon","11.82","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.88"
"8","Kaina Martinez","Belize","11.89","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.89"
"1","Carmelita Jeter","United States","10.83","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.90"
"2","Veronica Campbell-Brown","Jamaica","10.89","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.91"
"3","Rosângela Santos","Brazil","11.17","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.92"
"4","LaVerne Jones-Ferrette","Virgin Islands","11.22","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.93"
"5","Semoy Hackett","Trinidad and Tobago","11.26","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.94"
"6","Olesya Povh","Ukraine","11.3","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.95"
"7","Ruddy Zang Milama","Gabon","11.31","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.96"
"8","Abiodun Oyepitan","Great Britain","11.36","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.97"
"1","Shelly-Ann Fraser-Pryce","Jamaica","10.85","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.98"
"2","Allyson Felix","United States","10.94","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.99"
"3","Kelly-Ann Baptiste","Trinidad and Tobago","11","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.100"
"4","Ezinne Okparaebo","Norway","11.1","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.101"
"5","Gloria Asumnu","Nigeria","11.21","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.102"
"6","Ivet Lalova","Bulgaria","11.31","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.103"
"7","Sheniqua Ferguson","Bahamas","11.32","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.104"
"8","Olga Bludova","Kazakhstan","11.39","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.105"
"1","Blessing Okagbare","Nigeria","10.92","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.106"
"2","Tianna Madison","United States","10.92","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.107"
"3","Murielle Ahoure","Ivory Coast","11.01","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.108"
"4","Kerron Stewart","Jamaica","11.04","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.109"
"5","Myriam Soumaré","France","11.13","https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics./wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres.110"
